id,交易筆棟數,建物現況格局-房,鄉鎮市區,電梯,建物型態,主要用途,總樓層數,主建物面積,有無管理組織
543,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,40.94,無
544,0,2,七堵區,無,公寓(5樓含以下無電梯),住家用,5,80.02,無
545,0,3,信義區,有,華廈(10層含以下有電梯),住家用,10,55.42,有
546,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,4,86.25,無
547,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,4,81.11,無
548,0,3,安樂區,有,住宅大樓(11層含以上有電梯),住家用,16,83.05,有
549,1,2,暖暖區,有,住宅大樓(11層含以上有電梯),住家用,11,45.86,有
550,1,3,仁愛區,有,華廈(10層含以下有電梯),住家用,7,67.95,有
551,0,3,信義區,有,華廈(10層含以下有電梯),住家用,10,79.3,有
552,0,1,七堵區,無,公寓(5樓含以下無電梯),住家用,4,77.12,無
553,0,0,仁愛區,有,華廈(10層含以下有電梯),商業用,10,610.17,有
554,1,4,七堵區,有,華廈(10層含以下有電梯),住家用,10,122.44,有
555,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,5,82.17,無
556,0,1,安樂區,有,住宅大樓(11層含以上有電梯),住家用,12,37.97,有
557,0,3,中正區,無,公寓(5樓含以下無電梯),住家用,5,81.68,無
558,0,3,信義區,有,住宅大樓(11層含以上有電梯),住家用,15,80.25,有
559,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,4,74.66,無
560,0,4,七堵區,無,公寓(5樓含以下無電梯),住家用,4,115.58,無
561,0,3,暖暖區,無,公寓(5樓含以下無電梯),住家用,5,75.43,無
562,0,2,安樂區,無,公寓(5樓含以下無電梯),住家用,5,54.35,有
563,0,3,安樂區,有,華廈(10層含以下有電梯),住家用,7,70.87,有
564,1,4,中正區,有,住宅大樓(11層含以上有電梯),住家用,15,80.78,有
565,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,4,74.74,無
566,0,2,仁愛區,無,公寓(5樓含以下無電梯),住家用,3,52.33,無
567,1,2,中正區,有,華廈(10層含以下有電梯),住家用,9,57.3,有
568,1,3,信義區,有,住宅大樓(11層含以上有電梯),住家用,15,113.76,有
569,0,3,信義區,無,公寓(5樓含以下無電梯),住家用,5,105.33,無
570,2,4,信義區,有,華廈(10層含以下有電梯),住家用,7,108.75,有
571,0,3,仁愛區,無,公寓(5樓含以下無電梯),住家用,4,84.78,無
572,0,3,暖暖區,有,華廈(10層含以下有電梯),住家用,6,50.78,有
573,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,90.98,無
574,0,1,安樂區,有,住宅大樓(11層含以上有電梯),住家用,20,19.83,有
575,1,4,安樂區,有,住宅大樓(11層含以上有電梯),住家用,13,50.55,有
576,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,81.23,無
577,0,0,仁愛區,無,公寓(5樓含以下無電梯),住商用,4,104.94,無
578,0,3,中正區,有,住宅大樓(11層含以上有電梯),住家用,17,84.45,有
579,0,2,中正區,有,住宅大樓(11層含以上有電梯),住家用,15,50.92,有
580,0,3,安樂區,有,住宅大樓(11層含以上有電梯),住家用,12,75.55,有
581,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,105.7,無
582,0,2,信義區,無,公寓(5樓含以下無電梯),住家用,4,56.98,無
583,1,4,信義區,無,透天厝,住家用,3,186.68,無
584,0,3,暖暖區,無,公寓(5樓含以下無電梯),住家用,4,80.28,無
585,0,2,中正區,無,公寓(5樓含以下無電梯),住家用,5,67.77,無
586,1,4,信義區,有,華廈(10層含以下有電梯),住家用,10,108.83,有
587,1,3,安樂區,有,華廈(10層含以下有電梯),住家用,7,101.28,有
588,1,5,安樂區,無,透天厝,住家用,5,212.69,無
589,0,4,七堵區,無,公寓(5樓含以下無電梯),住家用,5,73.38,無
590,2,3,安樂區,有,住宅大樓(11層含以上有電梯),住家用,12,113.82,有
591,1,2,七堵區,有,住宅大樓(11層含以上有電梯),住家用,13,60.45,有
592,1,2,中正區,有,華廈(10層含以下有電梯),住家用,9,58.54,有
593,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,4,86.99,無
594,0,3,信義區,無,公寓(5樓含以下無電梯),住家用,5,61.24,無
595,0,1,中山區,無,透天厝,住家用,1,38.45,無
596,0,2,中正區,有,住宅大樓(11層含以上有電梯),住家用,23,68.63,有
597,1,4,暖暖區,有,華廈(10層含以下有電梯),住家用,9,133.06,有
598,0,0,中山區,無,透天厝,住家用,1,44.45,無
599,0,3,信義區,有,華廈(10層含以下有電梯),住家用,10,55.38,有
600,0,4,安樂區,無,公寓(5樓含以下無電梯),住家用,5,75.49,無
601,0,3,中山區,無,公寓(5樓含以下無電梯),住家用,5,100.51,無
602,0,2,信義區,無,公寓(5樓含以下無電梯),住家用,4,65.74,無
603,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,88.23,無
604,0,3,信義區,有,華廈(10層含以下有電梯),住家用,7,79.66,有
605,0,3,中山區,無,公寓(5樓含以下無電梯),住家用,4,94.7,無
606,1,4,七堵區,有,住宅大樓(11層含以上有電梯),住家用,15,94.29,有
607,1,4,安樂區,有,住宅大樓(11層含以上有電梯),住家用,11,63.25,有
608,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,4,85.58,無
609,1,4,暖暖區,有,華廈(10層含以下有電梯),住家用,7,100.82,有
610,0,5,仁愛區,無,透天厝,住家用,2,138.34,無
611,0,3,安樂區,有,住宅大樓(11層含以上有電梯),住家用,16,94.74,有
612,0,3,中正區,有,住宅大樓(11層含以上有電梯),住家用,23,68.63,有
613,0,4,中正區,無,公寓(5樓含以下無電梯),住家用,6,94.75,無
614,0,3,七堵區,無,公寓(5樓含以下無電梯),住家用,4,83.35,無
615,1,3,中正區,有,住宅大樓(11層含以上有電梯),住家用,17,80.35,有
616,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,80.97,無
617,1,3,信義區,無,透天厝,住家用,4,175.49,無
618,1,3,安樂區,有,住宅大樓(11層含以上有電梯),住家用,15,131.79,有
619,0,5,安樂區,有,透天厝,住家用,5,321.44,有
620,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,90.98,無
621,0,2,安樂區,有,住宅大樓(11層含以上有電梯),住家用,12,56.09,有
622,1,3,信義區,有,住宅大樓(11層含以上有電梯),住家用,15,90.43,有
623,0,3,暖暖區,無,公寓(5樓含以下無電梯),住家用,4,87.3,無
624,0,4,信義區,無,公寓(5樓含以下無電梯),住家用,5,108.65,無
625,0,2,仁愛區,無,公寓(5樓含以下無電梯),住家用,4,74.23,無
626,0,2,安樂區,有,住宅大樓(11層含以上有電梯),住家用,12,49.6,有
627,0,3,安樂區,無,公寓(5樓含以下無電梯),住家用,5,70.14,無
628,1,3,安樂區,有,華廈(10層含以下有電梯),住家用,5,66.54,有
629,0,4,仁愛區,無,透天厝,住家用,3,101.49,無
630,0,3,中山區,無,公寓(5樓含以下無電梯),住家用,4,92.7,無
631,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,47.02,有
632,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,46.16,有
633,0,3,中正區,無,公寓(5樓含以下無電梯),住家用,5,78.51,無
634,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,45.4,有
635,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,45.97,有
636,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,45.4,有
637,1,4,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,76.06,有
638,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,45.57,有
639,1,2,中山區,有,住宅大樓(11層含以上有電梯),住家用,14,47.71,有
640,1,4,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,76.06,有
641,1,3,中山區,有,住宅大樓(11層含以上有電梯),住家用,15,58.92,有
